kp,error,v,w,x,y
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00
